siteswap,balls,max throw,canonical form,is canonical,date,animate,gif
20111111, 1, 2, 20111111, true, Fri Nov 11 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111111
20111119, 2, 9, 92011111, false, Sat Nov 19 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111119
20111120, 1, 2, 20201111, false, Sun Nov 20 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111120
20111128, 2, 8, 82011112, false, Mon Nov 28 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111128
20111201, 1, 2, 20120111, false, Thu Dec 01 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMjAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111201
20111209, 2, 9, 92011120, false, Fri Dec 09 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMjA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111209
20111227, 2, 7, 72011122, false, Tue Dec 27 2011, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTExMjI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20111227
20120111, 1, 2, 20120111, true, Wed Jan 11 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120111
20120119, 2, 9, 92012011, false, Thu Jan 19 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120119
20120120, 1, 2, 20201201, false, Fri Jan 20 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120120
20120128, 2, 8, 82012012, false, Sat Jan 28 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120128
20120201, 1, 2, 20201201, false, Wed Feb 01 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMjAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120201
20120209, 2, 9, 92012020, false, Thu Feb 09 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMjA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120209
20120227, 2, 7, 72012022, false, Mon Feb 27 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMjI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120227
20120308, 2, 8, 82012030, false, Thu Mar 08 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMzA4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120308
20120317, 2, 7, 72012031, false, Sat Mar 17 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwMzE3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120317
20120911, 2, 9, 91120120, false, Tue Sep 11 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwOTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120911
20120919, 3, 9, 92012091, false, Wed Sep 19 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwOTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120919
20120920, 2, 9, 92020120, false, Thu Sep 20 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwOTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120920
20120928, 3, 9, 92820120, false, Fri Sep 28 2012, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTIwOTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20120928
20130226, 2, 6, 62013022, false, Tue Feb 26 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMwMjI2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20130226
20130316, 2, 6, 62013031, false, Sat Mar 16 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMwMzE2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20130316
20130811, 2, 8, 81120130, false, Sun Aug 11 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMwODExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20130811
20130819, 3, 9, 92013081, false, Mon Aug 19 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMwODE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20130819
20130820, 2, 8, 82020130, false, Tue Aug 20 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMwODIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20130820
20130828, 3, 8, 82820130, false, Wed Aug 28 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMwODI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20130828
20131225, 2, 5, 52013122, false, Wed Dec 25 2013, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTMxMjI1IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20131225
20140126, 2, 6, 62014012, false, Sun Jan 26 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQwMTI2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20140126
20140306, 2, 6, 62014030, false, Thu Mar 06 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQwMzA2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20140306
20140801, 2, 8, 80120140, false, Fri Aug 01 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQwODAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20140801
20140809, 3, 9, 92014080, false, Sat Aug 09 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQwODA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20140809
20140827, 3, 8, 82720140, false, Wed Aug 27 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQwODI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20140827
20140926, 3, 9, 92620140, false, Fri Sep 26 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQwOTI2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20140926
20141125, 2, 5, 52014112, false, Tue Nov 25 2014, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTQxMTI1IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20141125
20150116, 2, 6, 62015011, false, Fri Jan 16 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUwMTE2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20150116
20150206, 2, 6, 62015020, false, Fri Feb 06 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUwMjA2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20150206
20150808, 3, 8, 82015080, false, Sat Aug 08 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUwODA4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20150808
20150817, 3, 8, 81720150, false, Mon Aug 17 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUwODE3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20150817
20150916, 3, 9, 91620150, false, Wed Sep 16 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUwOTE2IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20150916
20151115, 2, 5, 52015111, false, Sun Nov 15 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUxMTE1IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20151115
20151205, 2, 5, 52015120, false, Sat Dec 05 2015, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTUxMjA1IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20151205
20191111, 2, 9, 91111201, false, Mon Nov 11 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191111
20191119, 3, 9, 92019111, false, Tue Nov 19 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191119
20191120, 2, 9, 91120201, false, Wed Nov 20 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191120
20191128, 3, 9, 91128201, false, Thu Nov 28 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191128
20191201, 2, 9, 91201201, false, Sun Dec 01 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMjAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191201
20191209, 3, 9, 92019120, false, Mon Dec 09 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMjA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191209
20191227, 3, 9, 91227201, false, Fri Dec 27 2019, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMTkxMjI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20191227
20201111, 1, 2, 20201111, true, Wed Nov 11 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201111
20201119, 2, 9, 92020111, false, Thu Nov 19 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201119
20201120, 1, 2, 20202011, false, Fri Nov 20 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201120
20201128, 2, 8, 82020112, false, Sat Nov 28 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201128
20201201, 1, 2, 20201201, true, Tue Dec 01 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMjAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201201
20201209, 2, 9, 92020120, false, Wed Dec 09 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMjA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201209
20201227, 2, 7, 72020122, false, Sun Dec 27 2020, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjAxMjI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20201227
20231224, 2, 4, 42023122, false, Sun Dec 24 2023, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjMxMjI0IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20231224
20241124, 2, 4, 42024112, false, Sun Nov 24 2024, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjQxMTI0IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20241124
20251114, 2, 5, 51114202, false, Fri Nov 14 2025, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjUxMTE0IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20251114
20251204, 2, 5, 51204202, false, Thu Dec 04 2025, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjUxMjA0IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20251204
20281111, 2, 8, 81111202, false, Sat Nov 11 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281111
20281119, 3, 9, 92028111, false, Sun Nov 19 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281119
20281120, 2, 8, 81120202, false, Mon Nov 20 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281120
20281128, 3, 8, 82028112, false, Tue Nov 28 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281128
20281201, 2, 8, 81201202, false, Fri Dec 01 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMjAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281201
20281209, 3, 9, 92028120, false, Sat Dec 09 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMjA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281209
20281227, 3, 8, 81227202, false, Wed Dec 27 2028, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMjgxMjI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20281227
20300111, 1, 3, 30011120, false, Fri Jan 11 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300111
20300119, 2, 9, 92030011, false, Sat Jan 19 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMTE5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300119
20300120, 1, 3, 30012020, false, Sun Jan 20 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMTIwIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300120
20300128, 2, 8, 82030012, false, Mon Jan 28 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMTI4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300128
20300201, 1, 3, 30020120, false, Fri Feb 01 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMjAxIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300201
20300209, 2, 9, 92030020, false, Sat Feb 09 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMjA5IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300209
20300227, 2, 7, 72030022, false, Wed Feb 27 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMjI3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300227
20300308, 2, 8, 82030030, false, Fri Mar 08 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMzA4IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300308
20300317, 2, 7, 72030031, false, Sun Mar 17 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwMzE3IiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300317
20300911, 2, 9, 91120300, false, Wed Sep 11 2030, https://ydgunz.github.io/gunswap/?patternSettings=eyJzaXRlc3dhcCI6IjIwMzAwOTExIiwiZHdlbGxQYXRoIjoiKDMwKSgxMCkiLCJiZWF0RHVyYXRpb24iOjAuMjQsImR3ZWxsUmF0aW8iOjAuOH0=, https://jugglinglab.org/anim?20300911
